[dotenv@17.3.1] injecting env (18) from .env -- tip: 🔐 prevent committing .env to code: https://dotenvx.com/precommit
✅ Background jobs started
✅ SKU Tracking System initialized
✅ Server running on port 4000
✅ MongoDB connected
✅ Default categories and brands seeded
>>> 2026-09-13T21:13:45.558Z GET /user/profile from ::1
>>> 2026-09-13T21:13:45.559Z GET /userfavorites from ::1
>>> 2026-09-13T21:13:45.658Z GET /allproducts from ::1
>>> 2026-09-13T21:13:45.972Z GET /allproducts from ::1
>>> 2026-09-13T21:13:47.400Z POST /getcart from ::1
>>> 2026-09-13T21:13:47.431Z GET /userfavorites from ::1
>>> 2026-09-13T21:13:47.439Z GET /userfavorites from ::1
>>> 2026-09-13T21:13:47.440Z GET /user/profile from ::1
>>> 2026-09-13T21:13:47.442Z POST /getcart from ::1
>>> 2026-09-13T21:13:47.516Z GET /user/profile from ::1
>>> 2026-09-13T21:13:47.591Z GET /allproducts from ::1
>>> 2026-09-13T21:13:47.593Z GET /allproducts from ::1
>>> 2026-09-13T21:13:47.601Z GET /allproducts from ::1
>>> 2026-09-13T21:13:47.602Z GET /allproducts from ::1
>>> 2026-09-13T21:13:54.266Z POST /getcart from ::1
>>> 2026-09-13T21:13:54.296Z GET /myreviews from ::1
>>> 2026-09-13T21:13:54.298Z GET /userfavorites from ::1
>>> 2026-09-13T21:13:54.299Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"},{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"}]}
>>> 2026-09-13T21:13:54.301Z GET /user/profile from ::1
>>> 2026-09-13T21:13:54.380Z GET /allproducts from ::1
>>> 2026-09-13T21:13:54.413Z GET /allproducts from ::1
>>> 2026-09-13T21:13:56.644Z POST /getcart from ::1
>>> 2026-09-13T21:13:56.722Z POST /getcart from ::1
>>> 2026-09-13T21:13:56.768Z GET /user/profile from ::1
>>> 2026-09-13T21:13:56.770Z GET /user/profile from ::1
>>> 2026-09-13T21:13:56.771Z GET /userfavorites from ::1
>>> 2026-09-13T21:13:56.773Z GET /userfavorites from ::1
>>> 2026-09-13T21:13:56.829Z GET /allproducts from ::1
>>> 2026-09-13T21:13:56.878Z GET /allproducts from ::1
>>> 2026-09-13T21:13:57.225Z GET /allproducts from ::1
>>> 2026-09-13T21:13:57.257Z GET /allproducts from ::1
>>> 2026-09-13T21:14:22.754Z GET /allproducts from ::1
>>> 2026-09-13T21:14:22.928Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:15:02.942Z GET /allproducts from ::1
>>> 2026-09-13T21:15:22.753Z GET /allproducts from ::1
>>> 2026-09-13T21:15:22.924Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:16:22.756Z GET /allproducts from ::1
>>> 2026-09-13T21:16:22.933Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:16:55.817Z GET /userfavorites from ::1
>>> 2026-09-13T21:16:55.847Z GET /allproducts from ::1
>>> 2026-09-13T21:16:55.848Z POST /getcart from ::1
>>> 2026-09-13T21:16:55.969Z GET /allproducts from ::1
>>> 2026-09-13T21:16:56.044Z GET /allproducts from ::1
>>> 2026-09-13T21:16:58.979Z POST /getcart from ::1
>>> 2026-09-13T21:16:58.984Z GET /userfavorites from ::1
>>> 2026-09-13T21:16:59.019Z GET /user/profile from ::1
>>> 2026-09-13T21:16:59.021Z POST /getcart from ::1
>>> 2026-09-13T21:16:59.023Z GET /userfavorites from ::1
>>> 2026-09-13T21:16:59.341Z GET /allproducts from ::1
>>> 2026-09-13T21:16:59.375Z GET /user/profile from ::1
>>> 2026-09-13T21:16:59.379Z GET /allproducts from ::1
>>> 2026-09-13T21:16:59.379Z GET /allproducts from ::1
>>> 2026-09-13T21:16:59.613Z GET /allproducts from ::1
>>> 2026-09-13T21:17:22.761Z GET /allproducts from ::1
>>> 2026-09-13T21:17:22.916Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:17:30.313Z GET /allproducts from ::1
>>> 2026-09-13T21:17:30.343Z GET /allproducts from ::1
>>> 2026-09-13T21:17:50.673Z POST /getcart from ::1
>>> 2026-09-13T21:17:50.693Z GET /user/profile from ::1
>>> 2026-09-13T21:17:50.695Z GET /userfavorites from ::1
>>> 2026-09-13T21:17:50.806Z GET /allproducts from ::1
>>> 2026-09-13T21:17:50.841Z GET /allproducts from ::1
>>> 2026-09-13T21:17:53.178Z POST /getcart from ::1
>>> 2026-09-13T21:17:53.210Z GET /userfavorites from ::1
>>> 2026-09-13T21:17:53.217Z GET /allproducts from ::1
>>> 2026-09-13T21:17:53.219Z GET /user/profile from ::1
>>> 2026-09-13T21:17:53.316Z GET /allproducts from ::1
>>> 2026-09-13T21:17:53.408Z GET /allproducts from ::1
>>> 2026-09-13T21:18:01.969Z POST /getcart from ::1
>>> 2026-09-13T21:18:02.009Z GET /userfavorites from ::1
>>> 2026-09-13T21:18:02.052Z GET /allproducts from ::1
>>> 2026-09-13T21:18:02.054Z GET /user/profile from ::1
>>> 2026-09-13T21:18:02.108Z GET /allproducts from ::1
>>> 2026-09-13T21:18:02.177Z GET /allproducts from ::1
>>> 2026-09-13T21:18:03.847Z POST /getcart from ::1
>>> 2026-09-13T21:18:03.886Z POST /getcart from ::1
>>> 2026-09-13T21:18:03.889Z GET /userfavorites from ::1
>>> 2026-09-13T21:18:03.891Z GET /user/profile from ::1
>>> 2026-09-13T21:18:03.921Z GET /userfavorites from ::1
>>> 2026-09-13T21:18:03.977Z GET /user/profile from ::1
>>> 2026-09-13T21:18:04.017Z GET /allproducts from ::1
>>> 2026-09-13T21:18:04.018Z GET /allproducts from ::1
>>> 2026-09-13T21:18:04.019Z GET /allproducts from ::1
>>> 2026-09-13T21:18:04.167Z GET /allproducts from ::1
>>> 2026-09-13T21:18:05.632Z GET /allproducts from ::1
>>> 2026-09-13T21:18:10.109Z POST /getcart from ::1
>>> 2026-09-13T21:18:10.153Z GET /userfavorites from ::1
>>> 2026-09-13T21:18:10.184Z GET /allproducts from ::1
>>> 2026-09-13T21:18:10.227Z GET /allproducts from ::1
>>> 2026-09-13T21:18:10.272Z GET /allproducts from ::1
>>> 2026-09-13T21:18:22.801Z GET /allproducts from ::1
>>> 2026-09-13T21:18:22.935Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:19:22.002Z GET /allproducts from ::1
>>> 2026-09-13T21:19:22.772Z GET /allproducts from ::1
>>> 2026-09-13T21:19:22.912Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:19:27.312Z POST /getcart from ::1
>>> 2026-09-13T21:19:27.387Z GET /user/profile from ::1
>>> 2026-09-13T21:19:27.389Z GET /userfavorites from ::1
>>> 2026-09-13T21:19:27.391Z POST /getcart from ::1
>>> 2026-09-13T21:19:27.392Z GET /userfavorites from ::1
>>> 2026-09-13T21:19:27.429Z GET /user/profile from ::1
>>> 2026-09-13T21:19:27.501Z GET /allproducts from ::1
>>> 2026-09-13T21:19:27.817Z GET /allproducts from ::1
>>> 2026-09-13T21:19:27.908Z GET /allproducts from ::1
>>> 2026-09-13T21:19:27.910Z GET /allproducts from ::1
>>> 2026-09-13T21:19:29.548Z GET /allproducts from ::1
>>> 2026-09-13T21:19:29.638Z GET /allproducts from ::1
>>> 2026-09-13T21:19:29.640Z GET /allproducts from ::1
>>> 2026-09-13T21:20:00.925Z POST /getcart from ::1
>>> 2026-09-13T21:20:00.961Z GET /user/profile from ::1
>>> 2026-09-13T21:20:00.963Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:00.965Z POST /getcart from ::1
>>> 2026-09-13T21:20:00.966Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:01.047Z GET /user/profile from ::1
>>> 2026-09-13T21:20:01.088Z GET /allproducts from ::1
>>> 2026-09-13T21:20:01.090Z GET /allproducts from ::1
>>> 2026-09-13T21:20:01.667Z GET /allproducts from ::1
>>> 2026-09-13T21:20:01.707Z GET /allproducts from ::1
>>> 2026-09-13T21:20:10.003Z POST /getcart from ::1
>>> 2026-09-13T21:20:10.035Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:10.037Z GET /user/profile from ::1
>>> 2026-09-13T21:20:10.038Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:10.040Z POST /getcart from ::1
>>> 2026-09-13T21:20:10.133Z GET /user/profile from ::1
>>> 2026-09-13T21:20:10.190Z GET /allproducts from ::1
>>> 2026-09-13T21:20:10.226Z GET /allproducts from ::1
>>> 2026-09-13T21:20:10.229Z GET /allproducts from ::1
>>> 2026-09-13T21:20:10.231Z GET /allproducts from ::1
>>> 2026-09-13T21:20:10.950Z GET /allproducts from ::1
>>> 2026-09-13T21:20:10.991Z GET /allproducts from ::1
>>> 2026-09-13T21:20:14.843Z POST /getcart from ::1
>>> 2026-09-13T21:20:14.872Z POST /getcart from ::1
>>> 2026-09-13T21:20:14.878Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:14.880Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:14.881Z GET /user/profile from ::1
>>> 2026-09-13T21:20:14.960Z GET /user/profile from ::1
>>> 2026-09-13T21:20:14.995Z GET /allproducts from ::1
>>> 2026-09-13T21:20:14.997Z GET /allproducts from ::1
>>> 2026-09-13T21:20:15.074Z GET /allproducts from ::1
>>> 2026-09-13T21:20:15.079Z GET /allproducts from ::1
>>> 2026-09-13T21:20:15.692Z GET /allproducts from ::1
>>> 2026-09-13T21:20:15.729Z GET /allproducts from ::1
>>> 2026-09-13T21:20:19.617Z POST /getcart from ::1
>>> 2026-09-13T21:20:19.657Z GET /user/profile from ::1
>>> 2026-09-13T21:20:19.693Z POST /getcart from ::1
>>> 2026-09-13T21:20:19.695Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:19.696Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:19.737Z GET /user/profile from ::1
>>> 2026-09-13T21:20:19.777Z GET /allproducts from ::1
>>> 2026-09-13T21:20:20.130Z GET /allproducts from ::1
>>> 2026-09-13T21:20:20.171Z GET /allproducts from ::1
>>> 2026-09-13T21:20:20.183Z GET /allproducts from ::1
>>> 2026-09-13T21:20:22.756Z GET /allproducts from ::1
>>> 2026-09-13T21:20:22.939Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:20:23.936Z POST /getcart from ::1
>>> 2026-09-13T21:20:23.974Z POST /getcart from ::1
>>> 2026-09-13T21:20:23.977Z GET /user/profile from ::1
>>> 2026-09-13T21:20:23.979Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:24.012Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:24.064Z GET /user/profile from ::1
>>> 2026-09-13T21:20:24.103Z GET /allproducts from ::1
>>> 2026-09-13T21:20:24.105Z GET /allproducts from ::1
>>> 2026-09-13T21:20:24.106Z GET /allproducts from ::1
>>> 2026-09-13T21:20:24.363Z GET /allproducts from ::1
>>> 2026-09-13T21:20:26.686Z POST /getcart from ::1
>>> 2026-09-13T21:20:26.727Z POST /getcart from ::1
>>> 2026-09-13T21:20:26.742Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:26.744Z GET /user/profile from ::1
>>> 2026-09-13T21:20:26.813Z GET /allproducts from ::1
>>> 2026-09-13T21:20:26.854Z GET /allproducts from ::1
>>> 2026-09-13T21:20:27.214Z GET /allproducts from ::1
>>> 2026-09-13T21:20:28.384Z POST /getcart from ::1
>>> 2026-09-13T21:20:28.423Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:28.524Z GET /allproducts from ::1
>>> 2026-09-13T21:20:28.525Z GET /orderhistory?page=1&limit=1&status=all from ::1
[OrderHistory] User: 6a24564570942048bfcc7092, Status Filter: all
[OrderHistory] Final Query: {"$or":[{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"},{"userId":"6a24564570942048bfcc7092"},{"user":"6a24564570942048bfcc7092"}]}
>>> 2026-09-13T21:20:28.527Z GET /user/profile from ::1
>>> 2026-09-13T21:20:28.528Z GET /myreviews from ::1
>>> 2026-09-13T21:20:28.654Z GET /allproducts from ::1
>>> 2026-09-13T21:20:29.440Z POST /getcart from ::1
>>> 2026-09-13T21:20:29.534Z GET /user/profile from ::1
>>> 2026-09-13T21:20:29.537Z GET /allproducts from ::1
>>> 2026-09-13T21:20:29.538Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:29.577Z GET /allproducts from ::1
>>> 2026-09-13T21:20:29.785Z GET /allproducts from ::1
>>> 2026-09-13T21:20:30.414Z POST /getcart from ::1
>>> 2026-09-13T21:20:30.453Z GET /user/profile from ::1
>>> 2026-09-13T21:20:30.490Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:30.492Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:30.493Z POST /getcart from ::1
>>> 2026-09-13T21:20:30.537Z GET /user/profile from ::1
>>> 2026-09-13T21:20:30.746Z GET /allproducts from ::1
>>> 2026-09-13T21:20:30.785Z GET /allproducts from ::1
>>> 2026-09-13T21:20:30.788Z GET /allproducts from ::1
>>> 2026-09-13T21:20:30.789Z GET /allproducts from ::1
>>> 2026-09-13T21:20:31.549Z POST /getcart from ::1
>>> 2026-09-13T21:20:31.589Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:31.592Z GET /user/profile from ::1
>>> 2026-09-13T21:20:31.679Z GET /allproducts from ::1
>>> 2026-09-13T21:20:31.718Z GET /allproducts from ::1
>>> 2026-09-13T21:20:32.714Z POST /getcart from ::1
>>> 2026-09-13T21:20:32.756Z GET /user/profile from ::1
>>> 2026-09-13T21:20:32.790Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:32.793Z POST /getcart from ::1
>>> 2026-09-13T21:20:32.795Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:32.839Z GET /user/profile from ::1
>>> 2026-09-13T21:20:32.879Z GET /allproducts from ::1
>>> 2026-09-13T21:20:33.072Z GET /allproducts from ::1
>>> 2026-09-13T21:20:33.117Z GET /allproducts from ::1
>>> 2026-09-13T21:20:33.119Z GET /allproducts from ::1
>>> 2026-09-13T21:20:33.768Z GET /allproducts from ::1
>>> 2026-09-13T21:20:33.806Z GET /user/profile from ::1
>>> 2026-09-13T21:20:33.809Z GET /userfavorites from ::1
>>> 2026-09-13T21:20:33.811Z POST /getcart from ::1
>>> 2026-09-13T21:20:34.124Z GET /allproducts from ::1
>>> 2026-09-13T21:20:34.164Z GET /allproducts from ::1
>>> 2026-09-13T21:21:22.756Z GET /allproducts from ::1
>>> 2026-09-13T21:21:22.968Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:22:22.755Z GET /allproducts from ::1
>>> 2026-09-13T21:22:22.928Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:22:27.308Z POST /getcart from ::1
>>> 2026-09-13T21:22:27.313Z GET /user/profile from ::1
>>> 2026-09-13T21:22:27.340Z GET /userfavorites from ::1
>>> 2026-09-13T21:22:27.461Z GET /allproducts from ::1
>>> 2026-09-13T21:22:27.553Z GET /allproducts from ::1
>>> 2026-09-13T21:22:29.859Z POST /getcart from ::1
>>> 2026-09-13T21:22:29.876Z GET /allproducts from ::1
>>> 2026-09-13T21:22:29.908Z GET /userfavorites from ::1
>>> 2026-09-13T21:22:29.910Z GET /user/profile from ::1
>>> 2026-09-13T21:22:30.007Z GET /allproducts from ::1
>>> 2026-09-13T21:22:30.123Z GET /allproducts from ::1
>>> 2026-09-13T21:23:22.756Z GET /allproducts from ::1
>>> 2026-09-13T21:23:22.911Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:24:11.027Z POST /getcart from ::1
>>> 2026-09-13T21:24:11.058Z GET /allproducts from ::1
>>> 2026-09-13T21:24:11.061Z GET /user/profile from ::1
>>> 2026-09-13T21:24:11.063Z GET /userfavorites from ::1
>>> 2026-09-13T21:24:11.173Z GET /allproducts from ::1
>>> 2026-09-13T21:24:11.339Z GET /allproducts from ::1
>>> 2026-09-13T21:24:11.971Z GET /allproducts from ::1
>>> 2026-09-13T21:24:22.415Z POST /getcart from ::1
>>> 2026-09-13T21:24:22.454Z GET /userfavorites from ::1
>>> 2026-09-13T21:24:22.457Z GET /user/profile from ::1
>>> 2026-09-13T21:24:22.551Z GET /allproducts from ::1
>>> 2026-09-13T21:24:22.591Z GET /allproducts from ::1
>>> 2026-09-13T21:24:22.802Z GET /allproducts from ::1
>>> 2026-09-13T21:24:22.905Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:24:25.000Z POST /getcart from ::1
>>> 2026-09-13T21:24:25.042Z GET /user/profile from ::1
>>> 2026-09-13T21:24:25.046Z GET /userfavorites from ::1
>>> 2026-09-13T21:24:25.082Z GET /allproducts from ::1
>>> 2026-09-13T21:24:25.142Z GET /allproducts from ::1
>>> 2026-09-13T21:24:25.301Z GET /allproducts from ::1
>>> 2026-09-13T21:24:25.418Z GET /allproducts from ::1
>>> 2026-09-13T21:25:10.840Z POST /getcart from ::1
>>> 2026-09-13T21:25:10.931Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:10.934Z GET /user/profile from ::1
>>> 2026-09-13T21:25:10.940Z GET /allproducts from ::1
>>> 2026-09-13T21:25:10.978Z GET /allproducts from ::1
>>> 2026-09-13T21:25:11.107Z GET /allproducts from ::1
>>> 2026-09-13T21:25:11.903Z POST /getcart from ::1
>>> 2026-09-13T21:25:12.003Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:12.008Z POST /getcart from ::1
>>> 2026-09-13T21:25:12.037Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:12.039Z GET /user/profile from ::1
>>> 2026-09-13T21:25:12.053Z GET /user/profile from ::1
>>> 2026-09-13T21:25:12.133Z GET /allproducts from ::1
>>> 2026-09-13T21:25:12.229Z GET /allproducts from ::1
>>> 2026-09-13T21:25:12.234Z GET /allproducts from ::1
>>> 2026-09-13T21:25:12.234Z GET /allproducts from ::1
>>> 2026-09-13T21:25:22.764Z GET /allproducts from ::1
>>> 2026-09-13T21:25:22.914Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:25:28.450Z POST /getcart from ::1
>>> 2026-09-13T21:25:28.493Z GET /user/profile from ::1
>>> 2026-09-13T21:25:28.495Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:28.662Z GET /allproducts from ::1
>>> 2026-09-13T21:25:28.707Z GET /allproducts from ::1
>>> 2026-09-13T21:25:29.572Z POST /getcart from ::1
>>> 2026-09-13T21:25:29.621Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:29.625Z POST /getcart from ::1
>>> 2026-09-13T21:25:29.655Z GET /user/profile from ::1
>>> 2026-09-13T21:25:29.658Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:29.698Z GET /user/profile from ::1
>>> 2026-09-13T21:25:29.749Z GET /allproducts from ::1
>>> 2026-09-13T21:25:29.820Z GET /allproducts from ::1
>>> 2026-09-13T21:25:29.821Z GET /allproducts from ::1
>>> 2026-09-13T21:25:29.972Z GET /allproducts from ::1
>>> 2026-09-13T21:25:30.804Z POST /getcart from ::1
>>> 2026-09-13T21:25:30.889Z GET /user/profile from ::1
>>> 2026-09-13T21:25:30.891Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:30.937Z GET /allproducts from ::1
>>> 2026-09-13T21:25:31.400Z POST /getcart from ::1
>>> 2026-09-13T21:25:31.489Z GET /user/profile from ::1
>>> 2026-09-13T21:25:31.491Z GET /allproducts from ::1
>>> 2026-09-13T21:25:31.494Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:31.618Z GET /allproducts from ::1
>>> 2026-09-13T21:25:31.667Z GET /allproducts from ::1
>>> 2026-09-13T21:25:32.260Z POST /getcart from ::1
>>> 2026-09-13T21:25:32.350Z POST /getcart from ::1
>>> 2026-09-13T21:25:32.352Z GET /user/profile from ::1
>>> 2026-09-13T21:25:32.387Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:32.388Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:32.396Z GET /user/profile from ::1
>>> 2026-09-13T21:25:32.473Z GET /allproducts from ::1
>>> 2026-09-13T21:25:32.527Z GET /allproducts from ::1
>>> 2026-09-13T21:25:32.663Z GET /allproducts from ::1
>>> 2026-09-13T21:25:32.706Z GET /allproducts from ::1
>>> 2026-09-13T21:25:42.493Z GET /allproducts from ::1
>>> 2026-09-13T21:25:44.253Z POST /getcart from ::1
>>> 2026-09-13T21:25:44.334Z GET /user/profile from ::1
>>> 2026-09-13T21:25:44.336Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:44.338Z POST /getcart from ::1
>>> 2026-09-13T21:25:44.339Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:44.377Z GET /user/profile from ::1
>>> 2026-09-13T21:25:44.461Z GET /allproducts from ::1
>>> 2026-09-13T21:25:44.552Z GET /allproducts from ::1
>>> 2026-09-13T21:25:44.678Z GET /allproducts from ::1
>>> 2026-09-13T21:25:44.730Z GET /allproducts from ::1
>>> 2026-09-13T21:25:49.459Z POST /getcart from ::1
>>> 2026-09-13T21:25:49.552Z GET /userfavorites from ::1
>>> 2026-09-13T21:25:49.555Z GET /user/profile from ::1
>>> 2026-09-13T21:25:49.563Z GET /allproducts from ::1
>>> 2026-09-13T21:25:49.653Z GET /allproducts from ::1
>>> 2026-09-13T21:25:49.698Z GET /allproducts from ::1
>>> 2026-09-13T21:26:22.698Z GET /allproducts from ::1
>>> 2026-09-13T21:26:22.743Z GET /allproducts from ::1
>>> 2026-09-13T21:26:22.754Z GET /allproducts from ::1
>>> 2026-09-13T21:26:22.923Z GET /admin/orders?limit=30 from ::1
>>> 2026-09-13T21:26:24.405Z POST /getcart from ::1
>>> 2026-09-13T21:26:24.450Z GET /user/profile from ::1
>>> 2026-09-13T21:26:24.485Z POST /getcart from ::1
>>> 2026-09-13T21:26:24.488Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:24.490Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:24.539Z GET /user/profile from ::1
>>> 2026-09-13T21:26:24.854Z GET /allproducts from ::1
>>> 2026-09-13T21:26:24.944Z GET /allproducts from ::1
>>> 2026-09-13T21:26:25.049Z GET /allproducts from ::1
>>> 2026-09-13T21:26:25.053Z GET /allproducts from ::1
>>> 2026-09-13T21:26:26.322Z POST /getcart from ::1
>>> 2026-09-13T21:26:26.420Z POST /getcart from ::1
>>> 2026-09-13T21:26:26.425Z GET /user/profile from ::1
>>> 2026-09-13T21:26:26.455Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:26.458Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:26.465Z GET /user/profile from ::1
>>> 2026-09-13T21:26:26.547Z GET /allproducts from ::1
>>> 2026-09-13T21:26:26.634Z GET /allproducts from ::1
>>> 2026-09-13T21:26:26.756Z GET /allproducts from ::1
>>> 2026-09-13T21:26:26.804Z GET /allproducts from ::1
>>> 2026-09-13T21:26:27.259Z GET /allproducts from ::1
>>> 2026-09-13T21:26:27.301Z GET /allproducts from ::1
>>> 2026-09-13T21:26:28.458Z POST /getcart from ::1
>>> 2026-09-13T21:26:28.516Z POST /getcart from ::1
>>> 2026-09-13T21:26:28.551Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:28.553Z GET /user/profile from ::1
>>> 2026-09-13T21:26:28.555Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:28.589Z GET /user/profile from ::1
>>> 2026-09-13T21:26:28.643Z GET /allproducts from ::1
>>> 2026-09-13T21:26:28.709Z GET /allproducts from ::1
>>> 2026-09-13T21:26:28.711Z GET /allproducts from ::1
>>> 2026-09-13T21:26:28.712Z GET /allproducts from ::1
>>> 2026-09-13T21:26:29.619Z GET /allproducts from ::1
>>> 2026-09-13T21:26:30.329Z POST /getcart from ::1
>>> 2026-09-13T21:26:30.376Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:30.381Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:30.413Z GET /user/profile from ::1
>>> 2026-09-13T21:26:30.416Z POST /getcart from ::1
>>> 2026-09-13T21:26:30.462Z GET /user/profile from ::1
>>> 2026-09-13T21:26:30.508Z GET /allproducts from ::1
>>> 2026-09-13T21:26:30.591Z GET /allproducts from ::1
>>> 2026-09-13T21:26:30.593Z GET /allproducts from ::1
>>> 2026-09-13T21:26:30.595Z GET /allproducts from ::1
>>> 2026-09-13T21:26:33.166Z GET /allproducts from ::1
>>> 2026-09-13T21:26:33.210Z GET /allproducts from ::1
>>> 2026-09-13T21:26:34.725Z POST /getcart from ::1
>>> 2026-09-13T21:26:34.771Z POST /getcart from ::1
>>> 2026-09-13T21:26:34.807Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:34.809Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:34.811Z GET /user/profile from ::1
>>> 2026-09-13T21:26:34.855Z GET /user/profile from ::1
>>> 2026-09-13T21:26:34.926Z GET /allproducts from ::1
>>> 2026-09-13T21:26:34.983Z GET /allproducts from ::1
>>> 2026-09-13T21:26:34.984Z GET /allproducts from ::1
>>> 2026-09-13T21:26:35.456Z GET /allproducts from ::1
>>> 2026-09-13T21:26:37.418Z POST /getcart from ::1
>>> 2026-09-13T21:26:37.463Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:37.499Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:37.502Z POST /getcart from ::1
>>> 2026-09-13T21:26:37.503Z GET /user/profile from ::1
>>> 2026-09-13T21:26:37.546Z GET /user/profile from ::1
>>> 2026-09-13T21:26:37.606Z GET /allproducts from ::1
>>> 2026-09-13T21:26:37.682Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:37.687Z POST /getcart from ::1
>>> 2026-09-13T21:26:37.688Z GET /allproducts from ::1
>>> 2026-09-13T21:26:37.781Z GET /user/profile from ::1
>>> 2026-09-13T21:26:37.828Z GET /allproducts from ::1
>>> 2026-09-13T21:26:37.831Z GET /allproducts from ::1
>>> 2026-09-13T21:26:38.187Z GET /allproducts from ::1
>>> 2026-09-13T21:26:38.284Z GET /allproducts from ::1
>>> 2026-09-13T21:26:38.785Z GET /allproducts from ::1
>>> 2026-09-13T21:26:38.831Z GET /allproducts from ::1
>>> 2026-09-13T21:26:40.336Z POST /getcart from ::1
>>> 2026-09-13T21:26:40.387Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:40.405Z GET /user/profile from ::1
>>> 2026-09-13T21:26:40.408Z POST /getcart from ::1
>>> 2026-09-13T21:26:40.409Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:40.467Z GET /user/profile from ::1
>>> 2026-09-13T21:26:40.531Z GET /allproducts from ::1
>>> 2026-09-13T21:26:40.601Z GET /allproducts from ::1
>>> 2026-09-13T21:26:40.605Z GET /allproducts from ::1
>>> 2026-09-13T21:26:40.606Z GET /allproducts from ::1
>>> 2026-09-13T21:26:42.525Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:42.566Z POST /getcart from ::1
>>> 2026-09-13T21:26:42.601Z POST /getcart from ::1
>>> 2026-09-13T21:26:42.604Z GET /user/profile from ::1
>>> 2026-09-13T21:26:42.605Z GET /userfavorites from ::1
>>> 2026-09-13T21:26:42.647Z GET /user/profile from ::1
>>> 2026-09-13T21:26:42.690Z GET /allproducts from ::1
>>> 2026-09-13T21:26:42.762Z GET /allproducts from ::1
>>> 2026-09-13T21:26:42.763Z GET /allproducts from ::1
>>> 2026-09-13T21:26:43.206Z GET /allproducts from ::1
>>> 2026-09-13T21:26:43.647Z GET /allproducts from ::1
>>> 2026-09-13T21:26:43.692Z GET /allproducts from ::1
